Name,Tera Type,G-Atk,G-Def,GOOD,Ok,Bad,Weak To,Types
Pikipek,Ghost,Any,Def,Ghost,Dark,"Fighting, Bug, Grass","Ghost, Dark","Flying, Normal"
Pikipek,Steel,Any,Def,,"Ground, Fire","Fighting, Bug, Grass","Fighting, Ground, Fire","Flying, Normal"
Pikipek,Fire,Any,Def,Rock,"Ground, Water","Fighting, Bug, Grass","Ground, Rock, Water","Flying, Normal"
Pikipek,Water,Any,Def,Electric,,"Fighting, Bug, Grass","Grass, Electric","Flying, Normal"
Pikipek,Grass,Any,Def,,"Flying, Poison, Fire, Ice","Fighting, Bug, Grass","Flying, Poison, Bug, Fire, Ice","Flying, Normal"
Pikipek,Electric,Any,Def,,Ground,"Fighting, Bug, Grass",Ground,"Flying, Normal"
Pikipek,Psychic,Any,Def,Ghost,Dark,"Fighting, Bug, Grass","Bug, Ghost, Dark","Flying, Normal"
Pikipek,Ice,Any,Def,"Rock, Steel",Fire,"Fighting, Bug, Grass","Fighting, Rock, Steel, Fire","Flying, Normal"
Pikipek,Dragon,Any,Def,,"Ice, Dragon, Fairy","Fighting, Bug, Grass","Ice, Dragon, Fairy","Flying, Normal"
Pikipek,Dark,Any,Def,,Fairy,"Fighting, Bug, Grass","Fighting, Bug, Fairy","Flying, Normal"
Pikipek,Fairy,Any,Def,Steel,Poison,"Fighting, Bug, Grass","Poison, Steel","Flying, Normal"
Trumbeak,Normal,Any,Def,,,"Fighting, Bug, Grass",Fighting,"Flying, Normal"
Trumbeak,Fighting,Any,Def,,"Flying, Psychic, Fairy","Fighting, Bug, Grass","Flying, Psychic, Fairy","Flying, Normal"
Trumbeak,Flying,Any,Def,"Rock, Electric",Ice,"Fighting, Bug, Grass","Rock, Electric, Ice","Flying, Normal"
Trumbeak,Poison,Any,Def,,"Ground, Psychic","Fighting, Bug, Grass","Ground, Psychic","Flying, Normal"
Trumbeak,Ground,Any,Def,,"Water, Ice","Fighting, Bug, Grass","Water, Grass, Ice","Flying, Normal"
Trumbeak,Rock,Any,Def,Steel,"Ground, Water","Fighting, Bug, Grass","Fighting, Ground, Steel, Water, Grass","Flying, Normal"
Trumbeak,Bug,Any,Def,Rock,"Flying, Fire","Fighting, Bug, Grass","Flying, Rock, Fire","Flying, Normal"
Trumbeak,Ghost,Any,Def,Ghost,Dark,"Fighting, Bug, Grass","Ghost, Dark","Flying, Normal"
Trumbeak,Steel,Any,Def,,"Ground, Fire","Fighting, Bug, Grass","Fighting, Ground, Fire","Flying, Normal"
Trumbeak,Fire,Any,Def,Rock,"Ground, Water","Fighting, Bug, Grass","Ground, Rock, Water","Flying, Normal"
Trumbeak,Water,Any,Def,Electric,,"Fighting, Bug, Grass","Grass, Electric","Flying, Normal"
Trumbeak,Grass,Any,Def,,"Flying, Poison, Fire, Ice","Fighting, Bug, Grass","Flying, Poison, Bug, Fire, Ice","Flying, Normal"
Trumbeak,Electric,Any,Def,,Ground,"Fighting, Bug, Grass",Ground,"Flying, Normal"
Trumbeak,Psychic,Any,Def,Ghost,Dark,"Fighting, Bug, Grass","Bug, Ghost, Dark","Flying, Normal"
Trumbeak,Ice,Any,Def,"Rock, Steel",Fire,"Fighting, Bug, Grass","Fighting, Rock, Steel, Fire","Flying, Normal"
Trumbeak,Dragon,Any,Def,,"Ice, Dragon, Fairy","Fighting, Bug, Grass","Ice, Dragon, Fairy","Flying, Normal"
Trumbeak,Dark,Any,Def,,Fairy,"Fighting, Bug, Grass","Fighting, Bug, Fairy","Flying, Normal"
Trumbeak,Fairy,Any,Def,Steel,Poison,"Fighting, Bug, Grass","Poison, Steel","Flying, Normal"
Toucannon,Normal,Any,Def,,,"Fighting, Bug, Grass",Fighting,"Flying, Normal"
Toucannon,Fighting,Any,Def,,"Flying, Psychic, Fairy","Fighting, Bug, Grass","Flying, Psychic, Fairy","Flying, Normal"
Toucannon,Flying,Any,Def,"Rock, Electric",Ice,"Fighting, Bug, Grass","Rock, Electric, Ice","Flying, Normal"
Toucannon,Poison,Any,Def,,"Ground, Psychic","Fighting, Bug, Grass","Ground, Psychic","Flying, Normal"
Toucannon,Ground,Any,Def,,"Water, Ice","Fighting, Bug, Grass","Water, Grass, Ice","Flying, Normal"
Toucannon,Rock,Any,Def,Steel,"Ground, Water","Fighting, Bug, Grass","Fighting, Ground, Steel, Water, Grass","Flying, Normal"
Toucannon,Bug,Any,Def,Rock,"Flying, Fire","Fighting, Bug, Grass","Flying, Rock, Fire","Flying, Normal"
Toucannon,Ghost,Any,Def,Ghost,Dark,"Fighting, Bug, Grass","Ghost, Dark","Flying, Normal"
Toucannon,Steel,Any,Def,,"Ground, Fire","Fighting, Bug, Grass","Fighting, Ground, Fire","Flying, Normal"
Toucannon,Fire,Any,Def,Rock,"Ground, Water","Fighting, Bug, Grass","Ground, Rock, Water","Flying, Normal"
Toucannon,Water,Any,Def,Electric,,"Fighting, Bug, Grass","Grass, Electric","Flying, Normal"
Toucannon,Grass,Any,Def,,"Flying, Poison, Fire, Ice","Fighting, Bug, Grass","Flying, Poison, Bug, Fire, Ice","Flying, Normal"
Toucannon,Electric,Any,Def,,Ground,"Fighting, Bug, Grass",Ground,"Flying, Normal"
Toucannon,Psychic,Any,Def,Ghost,Dark,"Fighting, Bug, Grass","Bug, Ghost, Dark","Flying, Normal"
Toucannon,Ice,Any,Def,"Rock, Steel",Fire,"Fighting, Bug, Grass","Fighting, Rock, Steel, Fire","Flying, Normal"
Toucannon,Dragon,Any,Def,,"Ice, Dragon, Fairy","Fighting, Bug, Grass","Ice, Dragon, Fairy","Flying, Normal"
Toucannon,Dark,Any,Def,,Fairy,"Fighting, Bug, Grass","Fighting, Bug, Fairy","Flying, Normal"
Toucannon,Fairy,Any,Def,Steel,Poison,"Fighting, Bug, Grass","Poison, Steel","Flying, Normal"
Tentacool,Normal,Atk,SpD,,Fighting,"Grass, Fairy, Ground, Rock, Fire",Fighting,"Poison, Water"
Tentacool,Fighting,Atk,SpD,,"Flying, Psychic","Grass, Fairy, Ground, Rock, Fire","Flying, Psychic, Fairy","Poison, Water"
Tentacool,Flying,Atk,SpD,,"Electric, Ice","Grass, Fairy, Ground, Rock, Fire","Rock, Electric, Ice","Poison, Water"
Tentacool,Poison,Atk,SpD,,Psychic,"Grass, Fairy, Ground, Rock, Fire","Ground, Psychic","Poison, Water"
Tentacool,Ground,Atk,SpD,Water,Ice,"Grass, Fairy, Ground, Rock, Fire","Water, Grass, Ice","Poison, Water"
Tentacool,Rock,Atk,SpD,"Steel, Water",Fighting,"Grass, Fairy, Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass","Poison, Water"
Tentacool,Bug,Atk,SpD,,Flying,"Grass, Fairy, Ground, Rock, Fire","Flying, Rock, Fire","Poison, Water"
Tentacool,Ghost,Atk,SpD,Ghost,Dark,"Grass, Fairy, Ground, Rock, Fire","Ghost, Dark","Poison, Water"
Tentacool,Steel,Atk,SpD,,Fighting,"Grass, Fairy, Ground, Rock, Fire","Fighting, Ground, Fire","Poison, Water"
Tentacool,Fire,Atk,SpD,Water,,"Grass, Fairy, Ground, Rock, Fire","Ground, Rock, Water","Poison, Water"
Tentacool,Water,Atk,SpD,,Electric,"Grass, Fairy, Ground, Rock, Fire","Grass, Electric","Poison, Water"
Tentacool,Grass,Atk,SpD,Poison,"Flying, Bug, Ice","Grass, Fairy, Ground, Rock, Fire","Flying, Poison, Bug, Fire, Ice","Poison, Water"
Tentacool,Electric,Atk,SpD,,,"Grass, Fairy, Ground, Rock, Fire",Ground,"Poison, Water"
Tentacool,Psychic,Atk,SpD,Ghost,"Bug, Dark","Grass, Fairy, Ground, Rock, Fire","Bug, Ghost, Dark","Poison, Water"
Tentacool,Ice,Atk,SpD,Steel,Fighting,"Grass, Fairy, Ground, Rock, Fire","Fighting, Rock, Steel, Fire","Poison, Water"
Tentacool,Dragon,Atk,SpD,Dragon,Ice,"Grass, Fairy, Ground, Rock, Fire","Ice, Dragon, Fairy","Poison, Water"
Tentacool,Dark,Atk,SpD,,"Fighting, Bug","Grass, Fairy, Ground, Rock, Fire","Fighting, Bug, Fairy","Poison, Water"
Tentacool,Fairy,Atk,SpD,"Steel, Poison",,"Grass, Fairy, Ground, Rock, Fire","Poison, Steel","Poison, Water"
Tentacruel,Normal,Atk,Any,,Fighting,"Grass, Fairy, Ground, Rock, Fire",Fighting,"Poison, Water"
Tentacruel,Fighting,Atk,Any,,"Flying, Psychic","Grass, Fairy, Ground, Rock, Fire","Flying, Psychic, Fairy","Poison, Water"
Tentacruel,Flying,Atk,Any,,"Electric, Ice","Grass, Fairy, Ground, Rock, Fire","Rock, Electric, Ice","Poison, Water"
Tentacruel,Poison,Atk,Any,,Psychic,"Grass, Fairy, Ground, Rock, Fire","Ground, Psychic","Poison, Water"
Tentacruel,Ground,Atk,Any,Water,Ice,"Grass, Fairy, Ground, Rock, Fire","Water, Grass, Ice","Poison, Water"
Tentacruel,Rock,Atk,Any,"Steel, Water",Fighting,"Grass, Fairy, Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass","Poison, Water"
Tentacruel,Bug,Atk,Any,,Flying,"Grass, Fairy, Ground, Rock, Fire","Flying, Rock, Fire","Poison, Water"
Tentacruel,Ghost,Atk,Any,Ghost,Dark,"Grass, Fairy, Ground, Rock, Fire","Ghost, Dark","Poison, Water"
Tentacruel,Steel,Atk,Any,,Fighting,"Grass, Fairy, Ground, Rock, Fire","Fighting, Ground, Fire","Poison, Water"
Tentacruel,Fire,Atk,Any,Water,,"Grass, Fairy, Ground, Rock, Fire","Ground, Rock, Water","Poison, Water"
Tentacruel,Water,Atk,Any,,Electric,"Grass, Fairy, Ground, Rock, Fire","Grass, Electric","Poison, Water"
Tentacruel,Grass,Atk,Any,Poison,"Flying, Bug, Ice","Grass, Fairy, Ground, Rock, Fire","Flying, Poison, Bug, Fire, Ice","Poison, Water"
Tentacruel,Electric,Atk,Any,,,"Grass, Fairy, Ground, Rock, Fire",Ground,"Poison, Water"
Tentacruel,Psychic,Atk,Any,Ghost,"Bug, Dark","Grass, Fairy, Ground, Rock, Fire","Bug, Ghost, Dark","Poison, Water"
Tentacruel,Ice,Atk,Any,Steel,Fighting,"Grass, Fairy, Ground, Rock, Fire","Fighting, Rock, Steel, Fire","Poison, Water"
Tentacruel,Dragon,Atk,Any,Dragon,Ice,"Grass, Fairy, Ground, Rock, Fire","Ice, Dragon, Fairy","Poison, Water"
Tentacruel,Dark,Atk,Any,,"Fighting, Bug","Grass, Fairy, Ground, Rock, Fire","Fighting, Bug, Fairy","Poison, Water"
Tentacruel,Fairy,Atk,Any,"Steel, Poison",,"Grass, Fairy, Ground, Rock, Fire","Poison, Steel","Poison, Water"
Horsea,Normal,SpA,SpD,,Fighting,"Ground, Rock, Fire",Fighting,Water
Horsea,Fighting,SpA,SpD,,"Flying, Psychic, Fairy","Ground, Rock, Fire","Flying, Psychic, Fairy",Water
Horsea,Flying,SpA,SpD,,"Electric, Ice","Ground, Rock, Fire","Rock, Electric, Ice",Water
Horsea,Poison,SpA,SpD,,Psychic,"Ground, Rock, Fire","Ground, Psychic",Water
Horsea,Ground,SpA,SpD,"Water, Grass",Ice,"Ground, Rock, Fire","Water, Grass, Ice",Water
Horsea,Rock,SpA,SpD,"Water, Grass","Fighting, Steel","Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass",Water
Horsea,Bug,SpA,SpD,,Flying,"Ground, Rock, Fire","Flying, Rock, Fire",Water
Horsea,Ghost,SpA,SpD,,"Ghost, Dark","Ground, Rock, Fire","Ghost, Dark",Water
Horsea,Steel,SpA,SpD,,Fighting,"Ground, Rock, Fire","Fighting, Ground, Fire",Water
Horsea,Fire,SpA,SpD,Water,,"Ground, Rock, Fire","Ground, Rock, Water",Water
Horsea,Water,SpA,SpD,Grass,Electric,"Ground, Rock, Fire","Grass, Electric",Water
Horsea,Grass,SpA,SpD,,"Flying, Poison, Bug, Ice","Ground, Rock, Fire","Flying, Poison, Bug, Fire, Ice",Water
Horsea,Electric,SpA,SpD,,,"Ground, Rock, Fire",Ground,Water
Horsea,Psychic,SpA,SpD,,"Bug, Ghost, Dark","Ground, Rock, Fire","Bug, Ghost, Dark",Water
Horsea,Ice,SpA,SpD,,"Fighting, Steel","Ground, Rock, Fire","Fighting, Rock, Steel, Fire",Water
Horsea,Dragon,SpA,SpD,Dragon,"Ice, Fairy","Ground, Rock, Fire","Ice, Dragon, Fairy",Water
Horsea,Dark,SpA,SpD,,"Fighting, Bug, Fairy","Ground, Rock, Fire","Fighting, Bug, Fairy",Water
Horsea,Fairy,SpA,SpD,,"Poison, Steel","Ground, Rock, Fire","Poison, Steel",Water
Seadra,Normal,SpA,SpD,,Fighting,"Ground, Rock, Fire",Fighting,Water
Seadra,Fighting,SpA,SpD,,"Flying, Psychic, Fairy","Ground, Rock, Fire","Flying, Psychic, Fairy",Water
Seadra,Flying,SpA,SpD,,"Electric, Ice","Ground, Rock, Fire","Rock, Electric, Ice",Water
Seadra,Poison,SpA,SpD,,Psychic,"Ground, Rock, Fire","Ground, Psychic",Water
Seadra,Ground,SpA,SpD,"Water, Grass",Ice,"Ground, Rock, Fire","Water, Grass, Ice",Water
Seadra,Rock,SpA,SpD,"Water, Grass","Fighting, Steel","Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass",Water
Seadra,Bug,SpA,SpD,,Flying,"Ground, Rock, Fire","Flying, Rock, Fire",Water
Seadra,Ghost,SpA,SpD,,"Ghost, Dark","Ground, Rock, Fire","Ghost, Dark",Water
Seadra,Steel,SpA,SpD,,Fighting,"Ground, Rock, Fire","Fighting, Ground, Fire",Water
Seadra,Fire,SpA,SpD,Water,,"Ground, Rock, Fire","Ground, Rock, Water",Water
Seadra,Water,SpA,SpD,Grass,Electric,"Ground, Rock, Fire","Grass, Electric",Water
Seadra,Grass,SpA,SpD,,"Flying, Poison, Bug, Ice","Ground, Rock, Fire","Flying, Poison, Bug, Fire, Ice",Water
Seadra,Electric,SpA,SpD,,,"Ground, Rock, Fire",Ground,Water
Seadra,Psychic,SpA,SpD,,"Bug, Ghost, Dark","Ground, Rock, Fire","Bug, Ghost, Dark",Water
Seadra,Ice,SpA,SpD,,"Fighting, Steel","Ground, Rock, Fire","Fighting, Rock, Steel, Fire",Water
Seadra,Dragon,SpA,SpD,Dragon,"Ice, Fairy","Ground, Rock, Fire","Ice, Dragon, Fairy",Water
Seadra,Dark,SpA,SpD,,"Fighting, Bug, Fairy","Ground, Rock, Fire","Fighting, Bug, Fairy",Water
Seadra,Fairy,SpA,SpD,,"Poison, Steel","Ground, Rock, Fire","Poison, Steel",Water
Kingdra,Normal,Any,Any,,Fighting,"Dragon, Ground, Rock, Fire",Fighting,"Dragon, Water"
Kingdra,Fighting,Any,Any,Fairy,"Flying, Psychic","Dragon, Ground, Rock, Fire","Flying, Psychic, Fairy","Dragon, Water"
Kingdra,Flying,Any,Any,,"Electric, Ice","Dragon, Ground, Rock, Fire","Rock, Electric, Ice","Dragon, Water"
Kingdra,Poison,Any,Any,,Psychic,"Dragon, Ground, Rock, Fire","Ground, Psychic","Dragon, Water"
Kingdra,Ground,Any,Any,"Water, Grass",Ice,"Dragon, Ground, Rock, Fire","Water, Grass, Ice","Dragon, Water"
Kingdra,Rock,Any,Any,"Steel, Water, Grass",Fighting,"Dragon, Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass","Dragon, Water"
Kingdra,Bug,Any,Any,,Flying,"Dragon, Ground, Rock, Fire","Flying, Rock, Fire","Dragon, Water"
Kingdra,Ghost,Any,Any,,"Ghost, Dark","Dragon, Ground, Rock, Fire","Ghost, Dark","Dragon, Water"
Kingdra,Steel,Any,Any,,Fighting,"Dragon, Ground, Rock, Fire","Fighting, Ground, Fire","Dragon, Water"
Kingdra,Fire,Any,Any,Water,,"Dragon, Ground, Rock, Fire","Ground, Rock, Water","Dragon, Water"
Kingdra,Water,Any,Any,Grass,Electric,"Dragon, Ground, Rock, Fire","Grass, Electric","Dragon, Water"
Kingdra,Grass,Any,Any,,"Flying, Poison, Bug, Ice","Dragon, Ground, Rock, Fire","Flying, Poison, Bug, Fire, Ice","Dragon, Water"
Kingdra,Electric,Any,Any,,,"Dragon, Ground, Rock, Fire",Ground,"Dragon, Water"
Kingdra,Psychic,Any,Any,,"Bug, Ghost, Dark","Dragon, Ground, Rock, Fire","Bug, Ghost, Dark","Dragon, Water"
Kingdra,Ice,Any,Any,Steel,Fighting,"Dragon, Ground, Rock, Fire","Fighting, Rock, Steel, Fire","Dragon, Water"
Kingdra,Dragon,Any,Any,Fairy,Ice,"Dragon, Ground, Rock, Fire","Ice, Dragon, Fairy","Dragon, Water"
Kingdra,Dark,Any,Any,Fairy,"Fighting, Bug","Dragon, Ground, Rock, Fire","Fighting, Bug, Fairy","Dragon, Water"
Kingdra,Fairy,Any,Any,Steel,Poison,"Dragon, Ground, Rock, Fire","Poison, Steel","Dragon, Water"
Bruxish,Normal,Any,Def,,,"Fighting, Poison, Ground, Rock, Fire",Fighting,"Psychic, Water"
Bruxish,Fighting,Any,Def,Psychic,"Flying, Fairy","Fighting, Poison, Ground, Rock, Fire","Flying, Psychic, Fairy","Psychic, Water"
Bruxish,Flying,Any,Def,,"Electric, Ice","Fighting, Poison, Ground, Rock, Fire","Rock, Electric, Ice","Psychic, Water"
Bruxish,Poison,Any,Def,Psychic,,"Fighting, Poison, Ground, Rock, Fire","Ground, Psychic","Psychic, Water"
Bruxish,Ground,Any,Def,"Water, Grass",Ice,"Fighting, Poison, Ground, Rock, Fire","Water, Grass, Ice","Psychic, Water"
Bruxish,Rock,Any,Def,"Steel, Water, Grass",,"Fighting, Poison, Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass","Psychic, Water"
Bruxish,Bug,Any,Def,,Flying,"Fighting, Poison, Ground, Rock, Fire","Flying, Rock, Fire","Psychic, Water"
Bruxish,Ghost,Any,Def,Dark,Ghost,"Fighting, Poison, Ground, Rock, Fire","Ghost, Dark","Psychic, Water"
Bruxish,Steel,Any,Def,,,"Fighting, Poison, Ground, Rock, Fire","Fighting, Ground, Fire","Psychic, Water"
Bruxish,Fire,Any,Def,Water,,"Fighting, Poison, Ground, Rock, Fire","Ground, Rock, Water","Psychic, Water"
Bruxish,Water,Any,Def,Grass,Electric,"Fighting, Poison, Ground, Rock, Fire","Grass, Electric","Psychic, Water"
Bruxish,Grass,Any,Def,,"Flying, Bug, Ice","Fighting, Poison, Ground, Rock, Fire","Flying, Poison, Bug, Fire, Ice","Psychic, Water"
Bruxish,Electric,Any,Def,,,"Fighting, Poison, Ground, Rock, Fire",Ground,"Psychic, Water"
Bruxish,Psychic,Any,Def,Dark,"Bug, Ghost","Fighting, Poison, Ground, Rock, Fire","Bug, Ghost, Dark","Psychic, Water"
Bruxish,Ice,Any,Def,Steel,,"Fighting, Poison, Ground, Rock, Fire","Fighting, Rock, Steel, Fire","Psychic, Water"
Bruxish,Dragon,Any,Def,Dragon,"Ice, Fairy","Fighting, Poison, Ground, Rock, Fire","Ice, Dragon, Fairy","Psychic, Water"
Bruxish,Dark,Any,Def,,"Bug, Fairy","Fighting, Poison, Ground, Rock, Fire","Fighting, Bug, Fairy","Psychic, Water"
Bruxish,Fairy,Any,Def,Steel,,"Fighting, Poison, Ground, Rock, Fire","Poison, Steel","Psychic, Water"
Cottonee,Normal,SpA,SpD,,,"Fighting, Dragon, Dark, Ground, Rock, Water",Fighting,"Fairy, Grass"
Cottonee,Fighting,SpA,SpD,Flying,"Psychic, Fairy","Fighting, Dragon, Dark, Ground, Rock, Water","Flying, Psychic, Fairy","Fairy, Grass"
Cottonee,Flying,SpA,SpD,,"Electric, Ice","Fighting, Dragon, Dark, Ground, Rock, Water","Rock, Electric, Ice","Fairy, Grass"
Cottonee,Poison,SpA,SpD,,Psychic,"Fighting, Dragon, Dark, Ground, Rock, Water","Ground, Psychic","Fairy, Grass"
Cottonee,Ground,SpA,SpD,Grass,Ice,"Fighting, Dragon, Dark, Ground, Rock, Water","Water, Grass, Ice","Fairy, Grass"
Cottonee,Rock,SpA,SpD,"Steel, Grass",,"Fighting, Dragon, Dark, Ground, Rock, Water","Fighting, Ground, Steel, Water, Grass","Fairy, Grass"
Cottonee,Bug,SpA,SpD,"Flying, Fire",,"Fighting, Dragon, Dark, Ground, Rock, Water","Flying, Rock, Fire","Fairy, Grass"
Cottonee,Ghost,SpA,SpD,,Ghost,"Fighting, Dragon, Dark, Ground, Rock, Water","Ghost, Dark","Fairy, Grass"
Cottonee,Steel,SpA,SpD,Fire,,"Fighting, Dragon, Dark, Ground, Rock, Water","Fighting, Ground, Fire","Fairy, Grass"
Cottonee,Fire,SpA,SpD,,,"Fighting, Dragon, Dark, Ground, Rock, Water","Ground, Rock, Water","Fairy, Grass"
Cottonee,Water,SpA,SpD,Grass,Electric,"Fighting, Dragon, Dark, Ground, Rock, Water","Grass, Electric","Fairy, Grass"
Cottonee,Grass,SpA,SpD,"Flying, Poison, Bug, Fire",Ice,"Fighting, Dragon, Dark, Ground, Rock, Water","Flying, Poison, Bug, Fire, Ice","Fairy, Grass"
Cottonee,Electric,SpA,SpD,,,"Fighting, Dragon, Dark, Ground, Rock, Water",Ground,"Fairy, Grass"
Cottonee,Psychic,SpA,SpD,Bug,Ghost,"Fighting, Dragon, Dark, Ground, Rock, Water","Bug, Ghost, Dark","Fairy, Grass"
Cottonee,Ice,SpA,SpD,"Steel, Fire",,"Fighting, Dragon, Dark, Ground, Rock, Water","Fighting, Rock, Steel, Fire","Fairy, Grass"
Cottonee,Dragon,SpA,SpD,,"Ice, Fairy","Fighting, Dragon, Dark, Ground, Rock, Water","Ice, Dragon, Fairy","Fairy, Grass"
Cottonee,Dark,SpA,SpD,Bug,Fairy,"Fighting, Dragon, Dark, Ground, Rock, Water","Fighting, Bug, Fairy","Fairy, Grass"
Cottonee,Fairy,SpA,SpD,"Poison, Steel",,"Fighting, Dragon, Dark, Ground, Rock, Water","Poison, Steel","Fairy, Grass"
Whimsicott,Normal,Any,Any,,,"Fighting, Dragon, Dark, Ground, Rock, Water",Fighting,"Fairy, Grass"
Whimsicott,Fighting,Any,Any,Flying,"Psychic, Fairy","Fighting, Dragon, Dark, Ground, Rock, Water","Flying, Psychic, Fairy","Fairy, Grass"
Whimsicott,Flying,Any,Any,,"Electric, Ice","Fighting, Dragon, Dark, Ground, Rock, Water","Rock, Electric, Ice","Fairy, Grass"
Whimsicott,Poison,Any,Any,,Psychic,"Fighting, Dragon, Dark, Ground, Rock, Water","Ground, Psychic","Fairy, Grass"
Whimsicott,Ground,Any,Any,Grass,Ice,"Fighting, Dragon, Dark, Ground, Rock, Water","Water, Grass, Ice","Fairy, Grass"
Whimsicott,Rock,Any,Any,"Steel, Grass",,"Fighting, Dragon, Dark, Ground, Rock, Water","Fighting, Ground, Steel, Water, Grass","Fairy, Grass"
Whimsicott,Bug,Any,Any,"Flying, Fire",,"Fighting, Dragon, Dark, Ground, Rock, Water","Flying, Rock, Fire","Fairy, Grass"
Whimsicott,Ghost,Any,Any,,Ghost,"Fighting, Dragon, Dark, Ground, Rock, Water","Ghost, Dark","Fairy, Grass"
Whimsicott,Steel,Any,Any,Fire,,"Fighting, Dragon, Dark, Ground, Rock, Water","Fighting, Ground, Fire","Fairy, Grass"
Whimsicott,Fire,Any,Any,,,"Fighting, Dragon, Dark, Ground, Rock, Water","Ground, Rock, Water","Fairy, Grass"
Whimsicott,Water,Any,Any,Grass,Electric,"Fighting, Dragon, Dark, Ground, Rock, Water","Grass, Electric","Fairy, Grass"
Whimsicott,Grass,Any,Any,"Flying, Poison, Bug, Fire",Ice,"Fighting, Dragon, Dark, Ground, Rock, Water","Flying, Poison, Bug, Fire, Ice","Fairy, Grass"
Whimsicott,Electric,Any,Any,,,"Fighting, Dragon, Dark, Ground, Rock, Water",Ground,"Fairy, Grass"
Whimsicott,Psychic,Any,Any,Bug,Ghost,"Fighting, Dragon, Dark, Ground, Rock, Water","Bug, Ghost, Dark","Fairy, Grass"
Whimsicott,Ice,Any,Any,"Steel, Fire",,"Fighting, Dragon, Dark, Ground, Rock, Water","Fighting, Rock, Steel, Fire","Fairy, Grass"
Whimsicott,Dragon,Any,Any,,"Ice, Fairy","Fighting, Dragon, Dark, Ground, Rock, Water","Ice, Dragon, Fairy","Fairy, Grass"
Whimsicott,Dark,Any,Any,Bug,Fairy,"Fighting, Dragon, Dark, Ground, Rock, Water","Fighting, Bug, Fairy","Fairy, Grass"
Whimsicott,Fairy,Any,Any,"Poison, Steel",,"Fighting, Dragon, Dark, Ground, Rock, Water","Poison, Steel","Fairy, Grass"
Comfey,Normal,Atk,SpD,,,"Fighting, Dragon, Dark",Fighting,Fairy
Comfey,Fighting,Atk,SpD,,"Flying, Psychic, Fairy","Fighting, Dragon, Dark","Flying, Psychic, Fairy",Fairy
Comfey,Flying,Atk,SpD,,"Rock, Electric, Ice","Fighting, Dragon, Dark","Rock, Electric, Ice",Fairy
Comfey,Poison,Atk,SpD,,"Ground, Psychic","Fighting, Dragon, Dark","Ground, Psychic",Fairy
Comfey,Ground,Atk,SpD,,"Water, Grass, Ice","Fighting, Dragon, Dark","Water, Grass, Ice",Fairy
Comfey,Rock,Atk,SpD,Steel,"Ground, Water, Grass","Fighting, Dragon, Dark","Fighting, Ground, Steel, Water, Grass",Fairy
Comfey,Bug,Atk,SpD,Fire,"Flying, Rock","Fighting, Dragon, Dark","Flying, Rock, Fire",Fairy
Comfey,Ghost,Atk,SpD,,Ghost,"Fighting, Dragon, Dark","Ghost, Dark",Fairy
Comfey,Steel,Atk,SpD,Fire,Ground,"Fighting, Dragon, Dark","Fighting, Ground, Fire",Fairy
Comfey,Fire,Atk,SpD,,"Ground, Rock, Water","Fighting, Dragon, Dark","Ground, Rock, Water",Fairy
Comfey,Water,Atk,SpD,,"Grass, Electric","Fighting, Dragon, Dark","Grass, Electric",Fairy
Comfey,Grass,Atk,SpD,"Poison, Fire","Flying, Bug, Ice","Fighting, Dragon, Dark","Flying, Poison, Bug, Fire, Ice",Fairy
Comfey,Electric,Atk,SpD,,Ground,"Fighting, Dragon, Dark",Ground,Fairy
Comfey,Psychic,Atk,SpD,,"Bug, Ghost","Fighting, Dragon, Dark","Bug, Ghost, Dark",Fairy
Comfey,Ice,Atk,SpD,"Steel, Fire",Rock,"Fighting, Dragon, Dark","Fighting, Rock, Steel, Fire",Fairy
Comfey,Dragon,Atk,SpD,,"Ice, Fairy","Fighting, Dragon, Dark","Ice, Dragon, Fairy",Fairy
Comfey,Dark,Atk,SpD,,"Bug, Fairy","Fighting, Dragon, Dark","Fighting, Bug, Fairy",Fairy
Comfey,Fairy,Atk,SpD,"Poison, Steel",,"Fighting, Dragon, Dark","Poison, Steel",Fairy
Slakoth,Normal,SpA,Def,,Fighting,,Fighting,Normal
Slakoth,Fighting,SpA,Def,,"Flying, Psychic, Fairy",,"Flying, Psychic, Fairy",Normal
Slakoth,Flying,SpA,Def,Rock,"Electric, Ice",,"Rock, Electric, Ice",Normal
Slakoth,Poison,SpA,Def,,"Ground, Psychic",,"Ground, Psychic",Normal
Slakoth,Ground,SpA,Def,,"Water, Grass, Ice",,"Water, Grass, Ice",Normal
Slakoth,Rock,SpA,Def,Steel,"Fighting, Ground, Water, Grass",,"Fighting, Ground, Steel, Water, Grass",Normal
Slakoth,Bug,SpA,Def,Rock,"Flying, Fire",,"Flying, Rock, Fire",Normal
Slakoth,Ghost,SpA,Def,Ghost,Dark,,"Ghost, Dark",Normal
Slakoth,Steel,SpA,Def,,"Fighting, Ground, Fire",,"Fighting, Ground, Fire",Normal
Slakoth,Fire,SpA,Def,Rock,"Ground, Water",,"Ground, Rock, Water",Normal
