Tera Type,Atk 1,Atk 2,GOOD,Ok,Bad,Weak To
Dragon,Fairy,Dark,Fairy,Ice,"Fighting, Dragon, Dark, Ghost, Psychic","Ice, Dragon, Fairy"
Dragon,Fairy,,,"Ice, Fairy","Fighting, Dragon, Dark","Ice, Dragon, Fairy"
Dark,Unknown,,"Fighting, Bug, Fairy",,,"Fighting, Bug, Fairy"
Dark,Normal,,,"Fighting, Bug, Fairy",,"Fighting, Bug, Fairy"
Dark,Normal,Fighting,"Bug, Fairy",Fighting,"Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy"
Dark,Normal,Flying,,Fairy,"Fighting, Bug, Grass","Fighting, Bug, Fairy"
Dark,Normal,Poison,,"Fighting, Bug","Grass, Fairy","Fighting, Bug, Fairy"
Dark,Normal,Ground,Bug,"Fighting, Fairy","Poison, Rock, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Normal,Rock,Fighting,Fairy,"Flying, Bug, Fire, Ice","Fighting, Bug, Fairy"
Dark,Normal,Bug,"Fighting, Fairy",Bug,"Grass, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Normal,Ghost,,"Fighting, Bug, Fairy","Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Normal,Steel,,"Fighting, Bug","Rock, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Normal,Fire,,"Fighting, Fairy","Bug, Steel, Grass, Ice","Fighting, Bug, Fairy"
Dark,Normal,Water,,"Fighting, Bug, Fairy","Ground, Rock, Fire","Fighting, Bug, Fairy"
Dark,Normal,Grass,Bug,"Fighting, Fairy","Ground, Rock, Water","Fighting, Bug, Fairy"
Dark,Normal,Electric,,"Fighting, Bug, Fairy","Flying, Water","Fighting, Bug, Fairy"
Dark,Normal,Psychic,,"Bug, Fairy","Fighting, Poison","Fighting, Bug, Fairy"
Dark,Normal,Ice,,"Fighting, Bug, Fairy","Flying, Ground, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Normal,Dragon,Fairy,"Fighting, Bug",Dragon,"Fighting, Bug, Fairy"
Dark,Normal,Dark,"Fighting, Fairy",Bug,"Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Normal,Fairy,,"Bug, Fairy","Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Fighting,Normal,"Bug, Fairy",Fighting,"Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy"
Dark,Fighting,,"Bug, Fairy",Fighting,"Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy"
Dark,Fighting,Flying,Fairy,,"Normal, Rock, Steel, Ice, Dark, Fighting, Bug, Grass","Fighting, Bug, Fairy"
Dark,Fighting,Poison,Bug,Fighting,"Normal, Rock, Steel, Ice, Dark, Grass, Fairy","Fighting, Bug, Fairy"
Dark,Fighting,Ground,"Bug, Fairy",Fighting,"Normal, Rock, Steel, Ice, Dark, Poison, Fire, Electric","Fighting, Bug, Fairy"
Dark,Fighting,Rock,"Fighting, Fairy",,"Normal, Rock, Steel, Ice, Dark, Flying, Bug, Fire","Fighting, Bug, Fairy"
Dark,Fighting,Bug,"Fighting, Bug, Fairy",,"Normal, Rock, Steel, Ice, Dark, Grass, Psychic","Fighting, Bug, Fairy"
Dark,Fighting,Ghost,"Bug, Fairy",Fighting,"Normal, Rock, Steel, Ice, Dark, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Fighting,Steel,Bug,Fighting,"Normal, Rock, Steel, Ice, Dark, Fairy","Fighting, Bug, Fairy"
Dark,Fighting,Fire,Fairy,Fighting,"Normal, Rock, Steel, Ice, Dark, Bug, Grass","Fighting, Bug, Fairy"
Dark,Fighting,Water,"Bug, Fairy",Fighting,"Normal, Rock, Steel, Ice, Dark, Ground, Fire","Fighting, Bug, Fairy"
Dark,Fighting,Grass,"Bug, Fairy",Fighting,"Normal, Rock, Steel, Ice, Dark, Ground, Water","Fighting, Bug, Fairy"
Dark,Fighting,Electric,"Bug, Fairy",Fighting,"Normal, Rock, Steel, Ice, Dark, Flying, Water","Fighting, Bug, Fairy"
Dark,Fighting,Psychic,"Bug, Fairy",,"Normal, Rock, Steel, Ice, Dark, Fighting, Poison","Fighting, Bug, Fairy"
Dark,Fighting,Ice,"Bug, Fairy",Fighting,"Normal, Rock, Steel, Ice, Dark, Flying, Ground, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Fighting,Dragon,"Fairy, Bug",Fighting,"Normal, Rock, Steel, Ice, Dark, Dragon","Fighting, Bug, Fairy"
Dark,Fighting,Dark,"Fighting, Bug, Fairy",,"Normal, Rock, Steel, Ice, Dark, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Fighting,Fairy,"Bug, Fairy",,"Normal, Rock, Steel, Ice, Dark, Fighting, Dragon","Fighting, Bug, Fairy"
Dark,Flying,Normal,,Fairy,"Fighting, Bug, Grass","Fighting, Bug, Fairy"
Dark,Flying,Fighting,Fairy,,"Fighting, Bug, Grass, Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy"
Dark,Flying,,,Fairy,"Fighting, Bug, Grass","Fighting, Bug, Fairy"
Dark,Flying,Poison,,,"Fighting, Bug, Grass, Fairy","Fighting, Bug, Fairy"
Dark,Flying,Ground,,Fairy,"Fighting, Bug, Grass, Poison, Rock, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Flying,Rock,,Fairy,"Fighting, Bug, Grass, Flying, Fire, Ice","Fighting, Bug, Fairy"
Dark,Flying,Bug,Fairy,,"Fighting, Bug, Grass, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Flying,Ghost,,Fairy,"Fighting, Bug, Grass, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Flying,Steel,,,"Fighting, Bug, Grass, Rock, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Flying,Fire,,Fairy,"Fighting, Bug, Grass, Steel, Ice","Fighting, Bug, Fairy"
Dark,Flying,Water,,Fairy,"Fighting, Bug, Grass, Ground, Rock, Fire","Fighting, Bug, Fairy"
Dark,Flying,Grass,,Fairy,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Bug, Fairy"
Dark,Flying,Electric,,Fairy,"Fighting, Bug, Grass, Flying, Water","Fighting, Bug, Fairy"
Dark,Flying,Psychic,,Fairy,"Fighting, Bug, Grass, Poison","Fighting, Bug, Fairy"
Dark,Flying,Ice,,Fairy,"Fighting, Bug, Grass, Flying, Ground, Dragon","Fighting, Bug, Fairy"
Dark,Flying,Dragon,Fairy,,"Fighting, Bug, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Flying,Dark,Fairy,,"Fighting, Bug, Grass, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Flying,Fairy,,Fairy,"Fighting, Bug, Grass, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Poison,Normal,,"Fighting, Bug","Grass, Fairy","Fighting, Bug, Fairy"
Dark,Poison,Fighting,Bug,Fighting,"Grass, Fairy, Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy"
Dark,Poison,Flying,,,"Grass, Fairy, Fighting, Bug","Fighting, Bug, Fairy"
Dark,Poison,,,"Fighting, Bug","Grass, Fairy","Fighting, Bug, Fairy"
Dark,Poison,Ground,Bug,Fighting,"Grass, Fairy, Poison, Rock, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Poison,Rock,Fighting,,"Grass, Fairy, Flying, Bug, Fire, Ice","Fighting, Bug, Fairy"
Dark,Poison,Bug,Fighting,Bug,"Grass, Fairy, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Poison,Ghost,,"Fighting, Bug","Grass, Fairy, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Poison,Steel,,"Fighting, Bug","Grass, Fairy, Rock, Ice","Fighting, Bug, Fairy"
Dark,Poison,Fire,,Fighting,"Grass, Fairy, Bug, Steel, Ice","Fighting, Bug, Fairy"
Dark,Poison,Water,,"Fighting, Bug","Grass, Fairy, Ground, Rock, Fire","Fighting, Bug, Fairy"
Dark,Poison,Grass,Bug,Fighting,"Grass, Fairy, Ground, Rock, Water","Fighting, Bug, Fairy"
Dark,Poison,Electric,,"Fighting, Bug","Grass, Fairy, Flying, Water","Fighting, Bug, Fairy"
Dark,Poison,Psychic,,Bug,"Grass, Fairy, Fighting, Poison","Fighting, Bug, Fairy"
Dark,Poison,Ice,,"Fighting, Bug","Grass, Fairy, Flying, Ground, Dragon","Fighting, Bug, Fairy"
Dark,Poison,Dragon,,"Fighting, Bug","Grass, Fairy, Dragon","Fighting, Bug, Fairy"
Dark,Poison,Dark,Fighting,Bug,"Grass, Fairy, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Poison,Fairy,,Bug,"Grass, Fairy, Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Ground,Normal,Bug,"Fighting, Fairy","Poison, Rock, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Ground,Fighting,"Bug, Fairy",Fighting,"Poison, Rock, Steel, Fire, Electric, Normal, Ice, Dark","Fighting, Bug, Fairy"
Dark,Ground,Flying,,Fairy,"Poison, Rock, Steel, Fire, Electric, Fighting, Bug, Grass","Fighting, Bug, Fairy"
Dark,Ground,Poison,Bug,Fighting,"Poison, Rock, Steel, Fire, Electric, Grass, Fairy","Fighting, Bug, Fairy"
Dark,Ground,,Bug,"Fighting, Fairy","Poison, Rock, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Ground,Rock,Fighting,Fairy,"Poison, Rock, Steel, Fire, Electric, Flying, Bug, Ice","Fighting, Bug, Fairy"
Dark,Ground,Bug,"Fighting, Bug, Fairy",,"Poison, Rock, Steel, Fire, Electric, Grass, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Ground,Ghost,Bug,"Fighting, Fairy","Poison, Rock, Steel, Fire, Electric, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Ground,Steel,Bug,Fighting,"Poison, Rock, Steel, Fire, Electric, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Ground,Fire,,"Fighting, Fairy","Poison, Rock, Steel, Fire, Electric, Bug, Grass, Ice","Fighting, Bug, Fairy"
Dark,Ground,Water,Bug,"Fighting, Fairy","Poison, Rock, Steel, Fire, Electric, Ground","Fighting, Bug, Fairy"
Dark,Ground,Grass,Bug,"Fighting, Fairy","Poison, Rock, Steel, Fire, Electric, Ground, Water","Fighting, Bug, Fairy"
Dark,Ground,Electric,Bug,"Fighting, Fairy","Poison, Rock, Steel, Fire, Electric, Flying, Water","Fighting, Bug, Fairy"
Dark,Ground,Psychic,Bug,Fairy,"Poison, Rock, Steel, Fire, Electric, Fighting","Fighting, Bug, Fairy"
Dark,Ground,Ice,Bug,"Fighting, Fairy","Poison, Rock, Steel, Fire, Electric, Flying, Ground, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Ground,Dragon,"Fairy, Bug",Fighting,"Poison, Rock, Steel, Fire, Electric, Dragon","Fighting, Bug, Fairy"
Dark,Ground,Dark,"Fighting, Bug, Fairy",,"Poison, Rock, Steel, Fire, Electric, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Ground,Fairy,Bug,Fairy,"Poison, Rock, Steel, Fire, Electric, Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Rock,Normal,Fighting,Fairy,"Flying, Bug, Fire, Ice","Fighting, Bug, Fairy"
Dark,Rock,Fighting,"Fighting, Fairy",,"Flying, Bug, Fire, Ice, Normal, Rock, Steel, Dark","Fighting, Bug, Fairy"
Dark,Rock,Flying,,Fairy,"Flying, Bug, Fire, Ice, Fighting, Grass","Fighting, Bug, Fairy"
Dark,Rock,Poison,Fighting,,"Flying, Bug, Fire, Ice, Grass, Fairy","Fighting, Bug, Fairy"
Dark,Rock,Ground,Fighting,Fairy,"Flying, Bug, Fire, Ice, Poison, Rock, Steel, Electric","Fighting, Bug, Fairy"
Dark,Rock,,Fighting,Fairy,"Flying, Bug, Fire, Ice","Fighting, Bug, Fairy"
Dark,Rock,Bug,"Fighting, Fairy",,"Flying, Bug, Fire, Ice, Grass, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Rock,Ghost,Fighting,Fairy,"Flying, Bug, Fire, Ice, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Rock,Steel,Fighting,,"Flying, Bug, Fire, Ice, Rock, Fairy","Fighting, Bug, Fairy"
Dark,Rock,Fire,Fighting,Fairy,"Flying, Bug, Fire, Ice, Steel, Grass","Fighting, Bug, Fairy"
Dark,Rock,Water,Fighting,Fairy,"Flying, Bug, Fire, Ice, Ground, Rock","Fighting, Bug, Fairy"
Dark,Rock,Grass,Fighting,Fairy,"Flying, Bug, Fire, Ice, Ground, Rock, Water","Fighting, Bug, Fairy"
Dark,Rock,Electric,Fighting,Fairy,"Flying, Bug, Fire, Ice, Water","Fighting, Bug, Fairy"
Dark,Rock,Psychic,,Fairy,"Flying, Bug, Fire, Ice, Fighting, Poison","Fighting, Bug, Fairy"
Dark,Rock,Ice,Fighting,Fairy,"Flying, Bug, Fire, Ice, Ground, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Rock,Dragon,"Fairy, Fighting",,"Flying, Bug, Fire, Ice, Dragon","Fighting, Bug, Fairy"
Dark,Rock,Dark,"Fighting, Fairy",,"Flying, Bug, Fire, Ice, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Rock,Fairy,,Fairy,"Flying, Bug, Fire, Ice, Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Bug,Normal,"Fighting, Fairy",Bug,"Grass, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Bug,Fighting,"Fighting, Bug, Fairy",,"Grass, Psychic, Dark, Normal, Rock, Steel, Ice","Fighting, Bug, Fairy"
Dark,Bug,Flying,Fairy,,"Grass, Psychic, Dark, Fighting, Bug","Fighting, Bug, Fairy"
Dark,Bug,Poison,Fighting,Bug,"Grass, Psychic, Dark, Fairy","Fighting, Bug, Fairy"
Dark,Bug,Ground,"Fighting, Bug, Fairy",,"Grass, Psychic, Dark, Poison, Rock, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Bug,Rock,"Fighting, Fairy",,"Grass, Psychic, Dark, Flying, Bug, Fire, Ice","Fighting, Bug, Fairy"
Dark,Bug,,"Fighting, Fairy",Bug,"Grass, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Bug,Ghost,"Fighting, Fairy",Bug,"Grass, Psychic, Dark, Ghost","Fighting, Bug, Fairy"
Dark,Bug,Steel,Fighting,Bug,"Grass, Psychic, Dark, Rock, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Bug,Fire,"Fighting, Fairy",,"Grass, Psychic, Dark, Bug, Steel, Ice","Fighting, Bug, Fairy"
Dark,Bug,Water,"Fighting, Fairy",Bug,"Grass, Psychic, Dark, Ground, Rock, Fire","Fighting, Bug, Fairy"
Dark,Bug,Grass,"Fighting, Bug, Fairy",,"Grass, Psychic, Dark, Ground, Rock, Water","Fighting, Bug, Fairy"
Dark,Bug,Electric,"Fighting, Fairy",Bug,"Grass, Psychic, Dark, Flying, Water","Fighting, Bug, Fairy"
Dark,Bug,Psychic,Fairy,Bug,"Grass, Psychic, Dark, Fighting, Poison","Fighting, Bug, Fairy"
Dark,Bug,Ice,"Fighting, Fairy",Bug,"Grass, Psychic, Dark, Flying, Ground, Dragon","Fighting, Bug, Fairy"
Dark,Bug,Dragon,"Fairy, Fighting",Bug,"Grass, Psychic, Dark, Dragon","Fighting, Bug, Fairy"
Dark,Bug,Dark,"Fighting, Fairy",Bug,"Grass, Psychic, Dark, Ghost","Fighting, Bug, Fairy"
Dark,Bug,Fairy,Fairy,Bug,"Grass, Psychic, Dark, Fighting, Dragon","Fighting, Bug, Fairy"
Dark,Ghost,Normal,,"Fighting, Bug, Fairy","Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Ghost,Fighting,"Bug, Fairy",Fighting,"Ghost, Psychic, Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy"
Dark,Ghost,Flying,,Fairy,"Ghost, Psychic, Fighting, Bug, Grass","Fighting, Bug, Fairy"
Dark,Ghost,Poison,,"Fighting, Bug","Ghost, Psychic, Grass, Fairy","Fighting, Bug, Fairy"
Dark,Ghost,Ground,Bug,"Fighting, Fairy","Ghost, Psychic, Poison, Rock, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Ghost,Rock,Fighting,Fairy,"Ghost, Psychic, Flying, Bug, Fire, Ice","Fighting, Bug, Fairy"
Dark,Ghost,Bug,"Fighting, Fairy",Bug,"Ghost, Psychic, Grass, Dark","Fighting, Bug, Fairy"
Dark,Ghost,,,"Fighting, Bug, Fairy","Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Ghost,Steel,,"Fighting, Bug","Ghost, Psychic, Rock, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Ghost,Fire,,"Fighting, Fairy","Ghost, Psychic, Bug, Steel, Grass, Ice","Fighting, Bug, Fairy"
Dark,Ghost,Water,,"Fighting, Bug, Fairy","Ghost, Psychic, Ground, Rock, Fire","Fighting, Bug, Fairy"
Dark,Ghost,Grass,Bug,"Fighting, Fairy","Ghost, Psychic, Ground, Rock, Water","Fighting, Bug, Fairy"
Dark,Ghost,Electric,,"Fighting, Bug, Fairy","Ghost, Psychic, Flying, Water","Fighting, Bug, Fairy"
Dark,Ghost,Psychic,,"Bug, Fairy","Ghost, Psychic, Fighting, Poison","Fighting, Bug, Fairy"
Dark,Ghost,Ice,,"Fighting, Bug, Fairy","Ghost, Psychic, Flying, Ground, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Ghost,Dragon,Fairy,"Fighting, Bug","Ghost, Psychic, Dragon","Fighting, Bug, Fairy"
Dark,Ghost,Dark,"Fighting, Fairy",Bug,"Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Ghost,Fairy,,"Bug, Fairy","Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Steel,Normal,,"Fighting, Bug","Rock, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Steel,Fighting,Bug,Fighting,"Rock, Ice, Fairy, Normal, Steel, Dark","Fighting, Bug, Fairy"
Dark,Steel,Flying,,,"Rock, Ice, Fairy, Fighting, Bug, Grass","Fighting, Bug, Fairy"
Dark,Steel,Poison,,"Fighting, Bug","Rock, Ice, Fairy, Grass","Fighting, Bug, Fairy"
Dark,Steel,Ground,Bug,Fighting,"Rock, Ice, Fairy, Poison, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Steel,Rock,Fighting,,"Rock, Ice, Fairy, Flying, Bug, Fire","Fighting, Bug, Fairy"
Dark,Steel,Bug,Fighting,Bug,"Rock, Ice, Fairy, Grass, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Steel,Ghost,,"Fighting, Bug","Rock, Ice, Fairy, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Steel,,,"Fighting, Bug","Rock, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Steel,Fire,,Fighting,"Rock, Ice, Fairy, Bug, Steel, Grass","Fighting, Bug, Fairy"
Dark,Steel,Water,,"Fighting, Bug","Rock, Ice, Fairy, Ground, Fire","Fighting, Bug, Fairy"
Dark,Steel,Grass,Bug,Fighting,"Rock, Ice, Fairy, Ground, Water","Fighting, Bug, Fairy"
Dark,Steel,Electric,,"Fighting, Bug","Rock, Ice, Fairy, Flying, Water","Fighting, Bug, Fairy"
Dark,Steel,Psychic,,Bug,"Rock, Ice, Fairy, Fighting, Poison","Fighting, Bug, Fairy"
Dark,Steel,Ice,,"Fighting, Bug","Rock, Ice, Fairy, Flying, Ground, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Steel,Dragon,,"Fighting, Bug","Rock, Ice, Fairy, Dragon","Fighting, Bug, Fairy"
Dark,Steel,Dark,Fighting,Bug,"Rock, Ice, Fairy, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Steel,Fairy,,Bug,"Rock, Ice, Fairy, Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Fire,Normal,,"Fighting, Fairy","Bug, Steel, Grass, Ice","Fighting, Bug, Fairy"
Dark,Fire,Fighting,Fairy,Fighting,"Bug, Steel, Grass, Ice, Normal, Rock, Dark","Fighting, Bug, Fairy"
Dark,Fire,Flying,,Fairy,"Bug, Steel, Grass, Ice, Fighting","Fighting, Bug, Fairy"
Dark,Fire,Poison,,Fighting,"Bug, Steel, Grass, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Fire,Ground,,"Fighting, Fairy","Bug, Steel, Grass, Ice, Poison, Rock, Fire, Electric","Fighting, Bug, Fairy"
Dark,Fire,Rock,Fighting,Fairy,"Bug, Steel, Grass, Ice, Flying, Fire","Fighting, Bug, Fairy"
Dark,Fire,Bug,"Fighting, Fairy",,"Bug, Steel, Grass, Ice, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Fire,Ghost,,"Fighting, Fairy","Bug, Steel, Grass, Ice, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Fire,Steel,,Fighting,"Bug, Steel, Grass, Ice, Rock, Fairy","Fighting, Bug, Fairy"
Dark,Fire,,,"Fighting, Fairy","Bug, Steel, Grass, Ice","Fighting, Bug, Fairy"
Dark,Fire,Water,,"Fighting, Fairy","Bug, Steel, Grass, Ice, Ground, Rock, Fire","Fighting, Bug, Fairy"
Dark,Fire,Grass,,"Fighting, Fairy","Bug, Steel, Grass, Ice, Ground, Rock, Water","Fighting, Bug, Fairy"
Dark,Fire,Electric,,"Fighting, Fairy","Bug, Steel, Grass, Ice, Flying, Water","Fighting, Bug, Fairy"
Dark,Fire,Psychic,,Fairy,"Bug, Steel, Grass, Ice, Fighting, Poison","Fighting, Bug, Fairy"
Dark,Fire,Ice,,"Fighting, Fairy","Bug, Steel, Grass, Ice, Flying, Ground, Dragon","Fighting, Bug, Fairy"
Dark,Fire,Dragon,Fairy,Fighting,"Bug, Steel, Grass, Ice, Dragon","Fighting, Bug, Fairy"
Dark,Fire,Dark,"Fighting, Fairy",,"Bug, Steel, Grass, Ice, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Fire,Fairy,,Fairy,"Bug, Steel, Grass, Ice, Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Water,Normal,,"Fighting, Bug, Fairy","Ground, Rock, Fire","Fighting, Bug, Fairy"
Dark,Water,Fighting,"Bug, Fairy",Fighting,"Ground, Rock, Fire, Normal, Steel, Ice, Dark","Fighting, Bug, Fairy"
Dark,Water,Flying,,Fairy,"Ground, Rock, Fire, Fighting, Bug, Grass","Fighting, Bug, Fairy"
Dark,Water,Poison,,"Fighting, Bug","Ground, Rock, Fire, Grass, Fairy","Fighting, Bug, Fairy"
Dark,Water,Ground,Bug,"Fighting, Fairy","Ground, Rock, Fire, Poison, Steel, Electric","Fighting, Bug, Fairy"
Dark,Water,Rock,Fighting,Fairy,"Ground, Rock, Fire, Flying, Bug, Ice","Fighting, Bug, Fairy"
Dark,Water,Bug,"Fighting, Fairy",Bug,"Ground, Rock, Fire, Grass, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Water,Ghost,,"Fighting, Bug, Fairy","Ground, Rock, Fire, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Water,Steel,,"Fighting, Bug","Ground, Rock, Fire, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Water,Fire,,"Fighting, Fairy","Ground, Rock, Fire, Bug, Steel, Grass, Ice","Fighting, Bug, Fairy"
Dark,Water,,,"Fighting, Bug, Fairy","Ground, Rock, Fire","Fighting, Bug, Fairy"
Dark,Water,Grass,Bug,"Fighting, Fairy","Ground, Rock, Fire, Water","Fighting, Bug, Fairy"
Dark,Water,Electric,,"Fighting, Bug, Fairy","Ground, Rock, Fire, Flying, Water","Fighting, Bug, Fairy"
Dark,Water,Psychic,,"Bug, Fairy","Ground, Rock, Fire, Fighting, Poison","Fighting, Bug, Fairy"
Dark,Water,Ice,,"Fighting, Bug, Fairy","Ground, Rock, Fire, Flying, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Water,Dragon,Fairy,"Fighting, Bug","Ground, Rock, Fire, Dragon","Fighting, Bug, Fairy"
Dark,Water,Dark,"Fighting, Fairy",Bug,"Ground, Rock, Fire, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Water,Fairy,,"Bug, Fairy","Ground, Rock, Fire, Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Grass,Normal,Bug,"Fighting, Fairy","Ground, Rock, Water","Fighting, Bug, Fairy"
Dark,Grass,Fighting,"Bug, Fairy",Fighting,"Ground, Rock, Water, Normal, Steel, Ice, Dark","Fighting, Bug, Fairy"
Dark,Grass,Flying,,Fairy,"Ground, Rock, Water, Fighting, Bug, Grass","Fighting, Bug, Fairy"
Dark,Grass,Poison,Bug,Fighting,"Ground, Rock, Water, Grass, Fairy","Fighting, Bug, Fairy"
Dark,Grass,Ground,Bug,"Fighting, Fairy","Ground, Rock, Water, Poison, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Grass,Rock,Fighting,Fairy,"Ground, Rock, Water, Flying, Bug, Fire, Ice","Fighting, Bug, Fairy"
Dark,Grass,Bug,"Fighting, Bug, Fairy",,"Ground, Rock, Water, Grass, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Grass,Ghost,Bug,"Fighting, Fairy","Ground, Rock, Water, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Grass,Steel,Bug,Fighting,"Ground, Rock, Water, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Grass,Fire,,"Fighting, Fairy","Ground, Rock, Water, Bug, Steel, Grass, Ice","Fighting, Bug, Fairy"
Dark,Grass,Water,Bug,"Fighting, Fairy","Ground, Rock, Water, Fire","Fighting, Bug, Fairy"
Dark,Grass,,Bug,"Fighting, Fairy","Ground, Rock, Water","Fighting, Bug, Fairy"
Dark,Grass,Electric,Bug,"Fighting, Fairy","Ground, Rock, Water, Flying","Fighting, Bug, Fairy"
Dark,Grass,Psychic,Bug,Fairy,"Ground, Rock, Water, Fighting, Poison","Fighting, Bug, Fairy"
Dark,Grass,Ice,Bug,"Fighting, Fairy","Ground, Rock, Water, Flying, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Grass,Dragon,"Fairy, Bug",Fighting,"Ground, Rock, Water, Dragon","Fighting, Bug, Fairy"
Dark,Grass,Dark,"Fighting, Bug, Fairy",,"Ground, Rock, Water, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Grass,Fairy,Bug,Fairy,"Ground, Rock, Water, Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Electric,Normal,,"Fighting, Bug, Fairy","Flying, Water","Fighting, Bug, Fairy"
Dark,Electric,Fighting,"Bug, Fairy",Fighting,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy"
Dark,Electric,Flying,,Fairy,"Flying, Water, Fighting, Bug, Grass","Fighting, Bug, Fairy"
Dark,Electric,Poison,,"Fighting, Bug","Flying, Water, Grass, Fairy","Fighting, Bug, Fairy"
Dark,Electric,Ground,Bug,"Fighting, Fairy","Flying, Water, Poison, Rock, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Electric,Rock,Fighting,Fairy,"Flying, Water, Bug, Fire, Ice","Fighting, Bug, Fairy"
Dark,Electric,Bug,"Fighting, Fairy",Bug,"Flying, Water, Grass, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Electric,Ghost,,"Fighting, Bug, Fairy","Flying, Water, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Electric,Steel,,"Fighting, Bug","Flying, Water, Rock, Ice, Fairy","Fighting, Bug, Fairy"
